use_case,variant,db_label,n,run_id,phase,elapsed_ms,heap_b,comm_bytes,rounds,correct,param_profile
UC3,label,DB2,100000,2,eval,2243.578,102977808,0,0,false,full
UC3,label,DB2,100000,2,decrypt,6.852,920536,2097152,1,true,full
UC3,std,DB2,100000,3,setup,229.797,59798824,0,0,false,full
UC3,std,DB2,100000,3,precomp,0.000,0,0,0,false,full
UC3,std,DB2,100000,3,encrypt,88.062,26251768,0,0,false,full
UC3,std,DB2,100000,3,eval,1826.945,39820584,0,0,false,full
UC3,std,DB2,100000,3,decrypt,8.521,4860344,4194304,1,true,full
UC3,std_modsw,DB2,100000,3,setup,226.506,60063120,0,0,false,full
UC3,std_modsw,DB2,100000,3,precomp,0.000,0,0,0,false,full
UC3,std_modsw,DB2,100000,3,encrypt,88.602,26251768,0,0,false,full
UC3,std_modsw,DB2,100000,3,eval,1832.281,38766888,0,0,false,full
UC3,std_modsw,DB2,100000,3,decrypt,11.831,-649360,2097152,1,true,full
UC3,label,DB2,100000,3,setup,233.438,70571824,0,0,false,full
UC3,label,DB2,100000,3,precomp,0.000,0,0,0,false,full
UC3,label,DB2,100000,3,encrypt,107.516,47151952,0,0,false,full
UC3,label,DB2,100000,3,eval,2222.192,61865688,0,0,false,full
UC3,label,DB2,100000,3,decrypt,6.590,920760,2097152,1,true,full
UC3,std,DB2,100000,4,setup,223.197,65319184,0,0,false,full
UC3,std,DB2,100000,4,precomp,0.000,0,0,0,false,full
UC3,std,DB2,100000,4,encrypt,88.690,26251768,0,0,false,full
UC3,std,DB2,100000,4,eval,1825.745,38766904,0,0,false,full
UC3,std,DB2,100000,4,decrypt,7.440,4860344,4194304,1,true,full
UC3,std_modsw,DB2,100000,4,setup,227.251,54813232,0,0,false,full
UC3,std_modsw,DB2,100000,4,precomp,0.000,0,0,0,false,full
UC3,std_modsw,DB2,100000,4,encrypt,88.682,26251768,0,0,false,full
UC3,std_modsw,DB2,100000,4,eval,1822.937,38766904,0,0,false,full
UC3,std_modsw,DB2,100000,4,decrypt,11.880,30071712,2097152,1,true,full
UC3,label,DB2,100000,4,setup,225.292,65318960,0,0,false,full
UC3,label,DB2,100000,4,precomp,0.001,0,0,0,false,full
UC3,label,DB2,100000,4,encrypt,107.429,50931368,0,0,false,full
UC3,label,DB2,100000,4,eval,2237.681,102989264,0,0,false,full
UC3,label,DB2,100000,4,decrypt,6.110,920536,2097152,1,true,full
UC3,std,DB2,100000,5,setup,226.619,57959936,0,0,false,full
UC3,std,DB2,100000,5,precomp,0.000,0,0,0,false,full
UC3,std,DB2,100000,5,encrypt,90.654,26251768,0,0,false,full
UC3,std,DB2,100000,5,eval,1825.529,38767000,0,0,false,full
UC3,std,DB2,100000,5,decrypt,9.146,4860344,4194304,1,true,full
UC3,std_modsw,DB2,100000,5,setup,228.844,57959936,0,0,false,full
UC3,std_modsw,DB2,100000,5,precomp,0.000,0,0,0,false,full
UC3,std_modsw,DB2,100000,5,encrypt,90.804,26251768,0,0,false,full
UC3,std_modsw,DB2,100000,5,eval,1828.544,38766888,0,0,false,full
UC3,std_modsw,DB2,100000,5,decrypt,12.711,30071600,2097152,1,true,full
UC3,label,DB2,100000,5,setup,238.541,54810016,0,0,false,full
UC3,label,DB2,100000,5,precomp,0.000,0,0,0,false,full
UC3,label,DB2,100000,5,encrypt,109.375,50931576,0,0,false,full
UC3,label,DB2,100000,5,eval,2248.599,102970688,0,0,false,full
UC3,label,DB2,100000,5,decrypt,6.227,2238496,2097152,1,true,full
UC3,std,DB2,100000,6,setup,221.955,68465888,0,0,false,full
UC3,std,DB2,100000,6,precomp,0.000,0,0,0,false,full
UC3,std,DB2,100000,6,encrypt,88.918,26251768,0,0,false,full
UC3,std,DB2,100000,6,eval,1823.661,40874024,0,0,false,full
UC3,std,DB2,100000,6,decrypt,8.488,4860344,4194304,1,true,full
UC3,std_modsw,DB2,100000,6,setup,225.357,54281488,0,0,false,full
UC3,std_modsw,DB2,100000,6,precomp,0.000,0,0,0,false,full
UC3,std_modsw,DB2,100000,6,encrypt,89.626,26251768,0,0,false,full
